HR;Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
upropašten;0;1;1;0;1;1;0;1;0;0
uništen;0;1;1;0;1;1;0;1;0;0
rušila?ki;0;1;1;0;1;1;0;1;0;0
poguban;0;1;1;0;1;1;0;1;0;0
koban;0;1;1;0;1;1;0;1;0;0
opasan;0;1;1;0;1;1;0;1;0;0
razvaljen;0;1;1;0;1;1;0;1;0;0
ruševan;0;1;1;0;1;1;0;1;0;0
pravilo;0;0;0;0;0;1;0;0;0;1
glasina;0;1;0;0;0;0;0;1;0;0
tra?;0;1;0;0;0;0;0;1;0;0
bjegunac;0;1;0;0;0;0;0;1;0;0
odbjegao;0;1;0;0;0;0;0;1;0;0
pobjegao;0;1;0;0;0;0;0;1;0;0
ruptura;0;1;0;0;0;1;0;1;1;0
pukotina;0;1;0;0;0;1;0;1;1;0
smicalica;0;1;0;0;0;0;0;0;0;0
prijevara;0;1;0;0;0;0;0;0;0;0
hr?a;0;1;0;0;0;0;0;0;0;0
hr?ati;0;1;0;0;0;0;0;0;0;0
hr?av;0;1;0;0;0;0;0;0;0;0
milost;1;0;0;0;0;0;0;0;0;0
nemilosrdan;0;1;1;0;1;1;0;0;0;0
sablja;0;1;1;0;0;1;0;0;0;0
sabotaža;0;1;1;0;1;1;0;1;1;0
žrtva;0;1;0;0;1;1;0;1;0;0
nažalost;0;1;0;0;0;0;0;1;0;0
tuga;0;1;0;0;0;0;0;1;0;1
siguran;1;0;0;0;0;0;1;0;0;1
zaštita;1;0;0;0;0;0;0;0;0;1
?uvanje;0;0;0;0;0;0;0;0;0;1
objesiti se;0;1;0;0;0;1;0;0;0;0
mudrac;1;0;0;0;0;0;0;0;0;1
svetac;1;0;0;1;0;0;1;0;1;1
sveta?ki;1;0;0;1;0;0;1;0;1;1
pla?a;1;0;0;1;0;0;1;0;0;1
istaknut;1;0;0;0;0;0;0;0;0;0
slina;0;0;0;1;0;0;0;0;0;0
vrba;0;0;0;0;0;0;0;0;1;0
kr?ma;0;0;1;0;0;0;0;0;0;0
ljekovit;1;0;0;0;0;0;1;0;0;1
zdrav;1;0;0;0;0;0;1;0;0;1
spasonosan;1;0;0;0;0;0;1;0;0;1
koristan;1;0;0;0;0;0;1;0;0;1
pozdraviti;1;0;0;0;0;0;1;0;0;0
nazdraviti;1;0;0;0;0;0;1;0;0;0
spasenje;1;0;0;1;0;0;1;0;0;1
melem;1;0;0;0;0;0;0;0;0;0
lijek;1;0;0;0;0;0;0;0;0;0
umiriti;1;0;0;0;0;0;0;0;0;0
samuraj;1;0;0;0;0;1;0;0;0;0
posve?ivanje;1;0;0;0;0;0;1;0;0;1
posvetiti;1;0;0;1;0;0;1;1;1;1
uto?ište;1;0;0;1;0;0;1;0;0;1
optimisti?an;1;0;0;0;0;0;0;0;0;0
higijenski;1;0;0;0;0;0;0;0;0;0
potkopavati;0;1;0;0;0;0;0;1;0;0
podrivati;0;1;0;0;0;0;0;1;0;0
iscrpljivati;0;1;0;0;0;0;0;1;0;0
so?an;0;0;0;0;0;0;0;0;0;1
sarkazam;0;1;1;0;1;0;0;1;0;0
sarkom;0;1;0;0;0;1;0;1;0;0
podrugljiv;0;1;0;0;0;0;0;0;0;0
pakostan;0;1;0;0;0;0;0;0;0;0
zajedljiv;0;1;0;0;0;0;0;0;0;0
zloban;0;1;0;0;0;0;0;0;0;0
sotonski;0;1;1;0;0;0;0;0;0;0
saten;1;0;0;0;0;0;0;0;0;0
zadovoljavaju?i;1;0;0;0;0;0;0;0;0;0
zadovoljan;1;0;0;0;0;0;1;0;0;0
zasi?en;0;1;0;0;1;0;0;0;0;0
divljak;0;1;1;0;0;1;0;0;0;0
divlja?ki;0;1;1;0;0;1;0;0;0;0
divljaštvo;0;1;1;0;0;1;0;0;0;0
uštedjeti;1;0;0;0;0;0;1;0;0;1
spasiti;1;0;0;0;0;0;1;0;0;1
ušteda;1;0;0;0;0;0;0;0;0;0
uživati;1;0;0;1;1;0;1;1;0;1
ukusan;1;0;0;0;0;0;0;0;0;0
snalažljiv;1;0;0;0;0;0;0;0;0;0
razuman;1;0;0;0;0;0;0;0;0;0
krasta;0;1;0;0;0;0;0;0;0;0
stratište;0;1;0;0;0;1;0;0;0;0
skalpel;0;1;0;0;0;1;0;0;0;0
ljuskav;0;1;0;0;0;0;0;0;0;0
skandal;0;1;0;0;0;1;0;0;0;0
skandalozan;0;1;1;0;0;0;0;0;0;0
oskudan;0;1;0;0;0;0;0;0;0;0
žrtveno janje;0;1;1;0;0;1;0;0;0;0
ožiljak;0;1;1;0;1;1;0;1;0;0
oskudan;0;1;0;0;0;1;0;1;0;0
nedovoljan;0;1;0;0;0;1;0;1;0;0
jedva;0;1;0;0;0;0;0;1;0;0
nestašica;0;1;1;0;0;1;0;1;0;0
uplašiti;0;1;1;1;0;1;0;0;1;0
prestrašiti;0;1;1;1;0;1;0;0;1;0
strašilo;1;1;0;0;0;1;0;0;0;0
lešinar;0;1;0;0;0;0;0;0;0;0
strvinar;0;1;0;0;0;0;0;0;0;0
skepti?an;0;0;0;0;0;0;0;0;0;1
shema;0;1;0;0;0;0;0;0;0;0
raskol;0;1;1;0;0;0;0;0;0;0
shizofrenija;0;1;1;0;1;1;0;1;0;0
u?enjak;1;0;0;0;0;0;0;0;0;0
stipendija;1;0;0;0;0;0;1;0;0;0
škola;0;0;0;0;0;0;0;0;0;1
išijas;0;1;0;0;0;0;0;0;0;0
znanstven;1;0;0;0;0;0;0;0;0;1
znanstvenik;1;0;0;1;0;0;0;0;0;1
trunka;1;0;0;0;0;0;0;0;0;0
ismijavati;0;1;1;0;1;0;0;0;0;0
rugati se;0;1;1;0;1;0;0;0;0;0
podsmijeh;0;1;1;0;1;0;0;0;0;0
grditi;0;1;1;0;1;1;0;1;0;0
koriti;0;1;1;0;1;1;0;1;0;0
prigovaranje;0;1;1;0;0;0;0;0;0;0
prijekor;0;1;1;0;0;0;0;0;0;0
spržen;0;1;1;0;0;0;0;0;0;0
pogodak;1;0;0;1;0;0;1;0;1;0
uspjeh;1;0;0;1;0;0;1;0;1;0
prezir;0;1;1;0;0;0;0;0;0;0
prezirati;0;1;1;0;0;0;0;0;0;0
škorpion;0;1;1;0;1;1;0;0;1;0
porezati;0;1;0;0;0;0;0;0;0;0
nitkov;0;1;1;0;1;1;0;0;0;1
hulja;0;1;1;0;1;1;0;0;0;1
gad;0;1;1;0;1;1;0;0;0;1
podlac;0;1;1;0;1;1;0;0;0;1
bi?evati;0;1;1;0;0;1;0;1;0;0
bi?;0;1;1;0;0;1;0;1;0;0
reme?enje;0;1;0;0;0;0;0;0;0;0
grbež;0;1;1;0;0;1;0;1;0;0
vrisak;0;1;1;0;1;1;0;0;1;0
virštati;0;1;1;0;1;1;0;0;1;0
vrištanje;0;1;1;0;1;1;0;0;0;0
vrisak;0;1;0;0;0;1;0;0;1;0
vrištati;0;1;0;0;0;1;0;0;1;0
vriskati;0;1;0;0;0;1;0;0;1;0
kreštati;0;1;0;0;0;1;0;0;1;0
zajeban;0;1;1;0;0;0;0;0;0;0
zeznut;0;1;1;0;0;0;0;0;0;0
pisar;1;0;0;0;0;0;0;0;0;0
gužva;0;1;0;0;0;0;0;0;1;0
pomutnja;0;1;0;0;0;0;0;0;1;0
metež;0;1;0;0;0;0;0;0;1;0
skripta;1;0;0;0;0;0;0;0;0;0
rukopis;1;0;0;0;0;0;0;0;0;0
sveto pismo;0;0;0;0;0;0;0;0;0;1
biblija;0;0;0;0;0;0;0;0;0;1
ribati;0;1;0;0;1;0;0;0;0;0
slastan;1;0;0;0;0;0;0;0;0;0
divan;1;0;0;0;0;0;0;0;0;0
kontrolirati;0;1;0;1;0;0;0;0;0;0
kontroliranje;0;1;0;0;0;0;0;0;0;0
skulptura;1;0;0;0;0;0;0;0;0;0
kip;1;0;0;0;0;0;0;0;0;0
bagra;0;1;0;0;1;0;0;0;0;0
šljam;0;1;0;0;1;0;0;0;0;0
ološ;0;1;0;0;1;0;0;0;0;0
more;1;0;0;0;0;0;0;0;0;0
tuljan;1;0;0;0;0;0;0;0;0;1
pe?at;0;0;0;0;0;0;0;0;0;1
isušiti;0;1;0;0;0;0;0;0;0;0
opržiti;0;1;0;0;0;0;0;0;0;0
spržiti;0;1;0;0;0;0;0;0;0;0
ope?i;0;1;0;0;0;0;0;0;0;0
iskusan;1;0;0;0;0;0;0;0;0;0
secesija;0;1;0;0;0;0;0;0;0;0
osamljen;0;1;0;0;0;0;0;1;0;0
usamljenost;1;1;0;0;0;1;0;0;0;0
zabit;1;1;0;0;0;1;0;0;0;0
polovan;0;1;0;0;0;0;0;0;0;0
rabljen;0;1;0;0;0;0;0;0;0;0
tajnost;0;0;0;0;0;0;0;0;1;1
tajna;0;0;0;0;0;0;0;0;0;1
tajništvo;1;0;0;0;0;0;0;0;0;0
lu?iti;0;0;0;0;1;0;0;0;0;0
lu?enje;0;1;0;0;1;0;0;0;0;0
izlu?evina;0;1;0;0;1;0;0;0;0;0
sekret;0;1;0;0;1;0;0;0;0;0
tajanstven;0;1;0;0;0;0;0;0;0;0
sektaški;0;1;1;0;0;1;0;0;0;0
sekularan;0;0;0;1;0;0;0;0;0;0
vrijednosni papiri;0;0;0;0;0;0;0;0;0;1
pobuna;0;1;1;0;0;0;0;1;0;0
otpor;0;1;1;0;0;0;0;1;0;0
ustanak;0;1;1;0;0;0;0;1;0;0
zavesti;0;1;0;0;0;0;0;0;0;0
prevara;0;1;0;0;0;0;0;0;0;0
prijevara;0;1;0;0;0;0;0;0;0;0
zavodljiv;0;0;0;1;0;0;0;0;0;0
tražiti;0;0;0;1;0;0;0;0;0;0
segregirati;0;1;1;0;1;0;0;1;0;0
segregiran;0;1;0;0;0;0;0;0;0;0
ugrabiti;0;1;0;0;0;1;0;0;0;0
uzimanje;0;0;0;0;0;1;0;0;0;0
sebi?an;0;1;1;0;1;0;0;0;0;0
sebi?nost;0;1;0;0;0;0;0;0;0;0
senat;0;0;0;0;0;0;0;0;0;1
senilan;0;1;0;0;0;1;0;1;0;0
starješinstvo;1;0;0;0;0;0;0;0;0;1
staž;1;0;0;0;0;0;0;0;0;1
senzacionalan;1;0;0;0;0;0;1;0;0;0
fantasti?an;1;0;0;0;0;0;1;0;0;0
smisao;1;0;0;0;0;0;0;0;0;0
besmislen;0;1;1;0;1;1;0;1;1;0
nerazuman;0;1;1;0;1;1;0;1;1;0
osje?ajnost;1;0;0;0;0;0;0;0;0;0
razumno;1;0;0;0;0;0;0;0;0;0
senzualan;1;1;0;1;0;0;1;0;1;1
senzualnost;1;0;0;1;0;0;1;0;0;0
senzualan;1;0;0;0;0;0;1;0;0;0
osuda;0;1;1;1;1;1;0;1;0;0
osje?ajan;1;0;0;0;0;0;0;0;0;0
osje?ajnost;1;0;0;0;0;0;0;0;0;0
straža;1;0;0;0;0;0;0;0;0;1
stražar;0;0;0;0;0;0;0;0;0;1
separatist;0;1;1;0;1;0;0;0;0;0
sepsa;0;1;0;0;0;1;0;1;0;0
septi?ki;0;1;0;0;1;0;0;0;0;0
nastavak;0;0;0;1;0;0;0;0;0;0
sekvestracija;0;1;0;0;0;0;0;1;0;0
spokojan;0;1;0;0;0;0;0;0;0;1
spokoj;1;0;0;1;0;0;1;0;0;1
serijski;0;0;0;1;0;0;0;0;0;0
serija;0;0;0;0;0;0;0;0;0;1
ozbiljnost;0;0;0;0;0;1;0;1;0;0
propovijed;1;0;0;0;0;0;0;0;0;1
zmija;0;1;0;0;1;1;0;0;0;0
serum;1;0;0;0;0;0;0;0;0;0
sluga;0;1;0;0;0;0;0;0;0;1
robovati;0;1;0;0;0;0;0;0;0;1
servilan;0;1;0;0;1;1;0;1;0;0
pokoran;0;1;0;0;1;1;0;1;0;0
ponizan;0;1;0;0;1;1;0;1;0;0
ropstvo;0;1;0;0;0;0;0;0;0;0
prepreka;0;1;0;0;0;0;0;1;0;0
smetnja;0;1;0;0;0;0;0;1;0;0
nazadovanje;0;1;0;0;0;0;0;1;0;0
vlasnik;1;0;0;0;0;1;0;0;0;0
raskinuti;0;1;0;0;0;0;0;0;0;0
odrubiti;0;1;0;0;0;0;0;0;0;0
razrezati;0;1;0;0;0;0;0;0;0;0
rasje?i;0;1;0;0;0;0;0;0;0;0
razdvajanje;0;0;0;0;0;0;0;1;0;0
kanalizacija;0;1;0;0;1;0;0;0;0;0
kanalizacija;0;0;0;0;1;0;0;0;0;0
kanalizacija;0;1;0;0;1;0;0;0;0;0
seks;1;0;0;1;0;0;1;0;0;1
otrcan;0;1;0;0;1;0;0;0;0;0
odrpan;0;1;0;0;1;0;0;0;0;0
zapušten;0;1;0;0;1;0;0;0;0;0
traljav;0;1;0;0;1;0;0;0;0;0
stra?ara;0;1;0;0;1;0;0;1;0;0
okovati;0;1;1;1;1;1;0;1;0;0
okovi;0;1;1;1;1;1;0;1;0;0
sumnjiv;0;1;0;0;0;1;0;0;0;0
mra?an;0;1;0;0;0;1;0;0;0;0
zloglasan;0;1;0;0;0;1;0;0;0;0
drmanje;0;1;0;0;0;1;0;0;0;0
klimav;0;1;1;1;0;1;0;0;0;0
varka;0;1;1;0;1;0;0;0;0;0
prijevara;0;1;1;0;1;0;0;0;0;0
prevara;0;1;1;0;1;0;0;0;0;0
lažan;0;1;1;0;1;0;0;0;0;0
zbrka;0;1;0;0;0;0;0;0;0;0
sramota;0;1;0;0;1;1;0;1;0;0
sramotan;0;1;0;0;0;0;0;1;0;0
besraman;0;1;0;0;1;0;0;0;0;0
prognati;0;1;0;0;1;1;0;0;0;0
ru?ica;0;0;0;0;0;1;0;0;0;0
drža?;0;0;0;0;0;1;0;0;0;0
uobli?iti;1;0;0;0;0;0;0;0;0;0
pravilan;1;0;0;0;0;0;0;0;0;0
vitak;1;0;0;0;0;0;0;0;0;0
dijeliti;1;0;0;1;0;0;1;0;0;1
morski pas;0;1;0;0;0;0;0;0;0;0
naoštriti;0;0;1;1;0;0;0;0;0;0
razbiti;0;1;1;0;0;1;0;1;1;0
razbijen;0;1;0;0;0;0;0;1;0;0
riješiti se;0;1;0;0;0;0;0;0;0;0
granata;0;1;1;0;0;1;0;1;1;0
sklonište;1;0;0;0;0;0;0;0;0;1
uto?ište;1;0;0;0;0;0;0;0;0;1
na polici;0;1;0;0;0;0;0;0;0;0
pastir;1;0;0;0;0;0;0;0;0;1
šerif;0;0;0;0;0;0;0;0;0;1
sjaj;1;0;0;0;0;0;0;0;0;0
sjajan;1;0;0;1;0;0;1;0;0;0
brod;0;0;0;1;0;0;0;0;0;0
brodolom;0;1;0;0;0;1;0;1;0;0
sranje;0;1;1;0;1;0;0;0;0;0
govno;0;1;1;0;1;0;0;0;0;0
drek;0;1;1;0;1;0;0;0;0;0
drhtati;0;1;1;1;0;1;0;1;0;0
šok;0;1;1;0;0;1;0;0;1;0
šokantno;0;0;0;0;0;0;0;0;1;0
bezvrijedan;0;1;1;0;1;0;0;0;0;0
pucati;0;1;1;0;0;1;0;0;0;0
ustrijeliti;0;1;1;0;0;1;0;0;0;0
strijelac;0;0;0;0;0;1;0;0;0;0
pucanje;0;1;1;0;0;1;0;0;0;0
trgovac;0;0;0;0;0;0;0;0;0;1
kra?a;0;1;1;0;1;0;0;0;0;0
kupovina;1;0;0;1;0;0;1;0;1;1
nedostatak;0;1;1;0;0;1;0;1;0;0
pomanjkanje;0;1;1;0;0;1;0;1;0;0
nedostatak;0;1;0;0;0;0;0;0;0;0
mana;0;1;0;0;0;0;0;0;0;0
ukratko;0;0;0;1;0;0;0;0;0;0
hitac;0;1;1;0;0;1;0;1;1;0
udarac;0;1;1;0;0;1;0;1;1;0
rame;1;0;0;0;0;0;0;0;0;1
vikati;0;0;1;0;0;0;0;0;1;0
gurati se;0;1;1;0;0;0;0;0;0;0
pokazati;0;0;0;0;0;0;0;0;0;1
razmetljiv;0;1;0;0;0;0;0;0;0;0
šrapnel;0;0;0;0;0;1;0;0;0;0
lukav;1;0;0;0;0;0;0;0;0;0
krik;0;1;1;0;0;1;0;1;1;0
kreštav;0;1;1;0;0;1;0;0;1;0
smanjiti se;0;1;0;0;0;1;0;1;0;0
pokrov;0;0;0;0;0;0;0;1;0;0
stegnut;0;1;0;0;0;0;0;0;0;0
jeza;0;1;0;0;0;1;0;0;0;0
drhtati;0;1;0;0;0;1;0;0;0;0
izbjegavati;0;1;1;0;1;0;0;1;0;0
ro?ak;0;0;0;0;0;0;0;0;0;1
bolestan;0;1;0;0;1;0;0;1;0;0
odvratan;0;1;1;0;1;1;0;1;0;0
slab;0;1;0;0;1;0;0;1;0;0
boležljiv;0;1;0;0;1;0;0;1;0;0
bolest;0;1;0;0;1;1;0;1;0;0
potpis;0;0;0;0;0;0;0;0;0;1
ozna?avati;0;0;0;1;0;0;0;0;0;0
svila;1;0;0;0;0;0;0;0;0;0
glup;0;1;0;0;0;0;1;0;0;0
bedast;0;1;0;0;0;0;1;0;0;0
klju?ati;0;0;1;1;0;0;0;0;0;0
klju?anje;0;0;0;1;0;0;0;0;0;0
pojednostaviti;1;0;0;1;0;0;1;0;1;1
grijeh;0;1;1;0;1;1;0;1;0;0
griješiti;0;1;1;0;1;1;0;1;0;0
iskren;1;0;0;0;0;0;0;0;0;1
iskrenost;1;0;0;0;0;0;0;0;0;0
grešan;0;1;1;0;1;1;0;1;0;0
pjevati;1;0;0;1;0;0;1;1;0;1
samostalno;1;0;0;0;0;0;0;0;0;0
pojedina?no;0;0;0;0;0;0;0;0;1;0
zlokoban;0;1;1;0;1;1;0;0;0;0
grešnik;0;1;1;0;1;1;0;1;0;0
grijeh;0;1;0;0;1;0;0;0;0;0
gospodin;1;0;0;0;0;0;0;0;0;1
sirena;0;1;0;0;0;1;0;0;0;0
slabi?;0;1;0;0;0;0;0;0;0;0
mekušac;0;1;0;0;0;0;0;0;0;0
sestrinstvo;1;0;1;0;0;0;0;1;1;1
cvr?anje;0;0;1;0;0;0;0;0;0;0
cvr?ati;0;0;1;0;0;0;0;0;0;0
skepti?an;0;1;0;0;0;0;0;0;0;0
sumnjiv;0;1;0;0;0;0;0;0;0;0
iskrivljen;0;1;1;1;0;0;0;0;0;0
skliznuti;0;1;1;0;0;1;0;1;0;0
omaknuti se;0;1;1;0;0;1;0;1;0;0
vješt;1;0;0;0;0;0;0;0;0;0
vješt;1;0;0;0;0;0;0;0;0;1
izostaviti;0;1;0;0;0;0;0;0;0;0
okršaj;0;1;1;0;0;0;0;0;0;0
sukob;0;1;1;0;0;0;0;0;0;0
nebo;1;0;0;0;0;0;0;0;0;0
ljen?ariti;0;1;0;0;0;0;0;0;0;0
kurva;0;1;0;0;0;0;0;0;0;0
drolja;0;1;0;0;0;0;0;0;0;0
zalupiti;0;1;1;0;0;1;0;0;1;0
ogovaranje;0;1;1;0;1;0;0;0;0;0
ogovarati;0;1;1;0;1;0;0;0;0;0
klevetni?ki;0;1;0;0;0;0;0;0;0;0
šamar;0;1;1;0;0;0;0;0;1;0
ošamariti;0;1;1;0;0;0;0;0;1;0
rezati;0;0;1;0;0;0;0;0;0;0
škriljevac;1;0;0;0;0;0;0;0;0;0
pokolj;0;1;1;0;1;1;0;1;1;0
pobiti;0;1;1;0;1;1;0;1;1;0
poklati;0;1;1;0;1;1;0;1;1;0
klati;0;1;1;0;1;1;0;1;1;0
klaonica;0;1;1;0;1;1;0;1;0;0
klanje;0;1;1;0;1;1;0;1;1;0
rob;0;1;1;0;0;1;0;1;0;0
ropstvo;0;1;1;0;1;1;0;1;0;0
ubiti;0;1;1;0;0;0;0;0;0;0
ubojica;0;1;1;0;1;1;0;1;1;0
ugla?en;1;0;0;0;0;0;0;0;0;0
susnježica;0;1;0;0;0;0;0;0;0;0
vitak;1;0;0;0;0;0;0;0;0;0
vitak;1;0;0;0;0;0;0;0;0;0
sluz;0;0;0;0;1;0;0;0;0;0
ljigav;0;1;0;0;1;0;0;0;0;0
sluzav;0;1;0;0;1;0;0;0;0;0
prikradati se;0;1;0;0;0;0;0;0;0;0
poskliznuti se;0;1;0;0;0;0;0;0;1;0
napoj;0;1;0;0;1;0;0;0;0;0
neuredan;0;1;0;0;1;0;0;0;0;0
lijenost;0;1;0;0;1;0;0;0;0;0
pogrbiti se;0;1;0;0;0;0;0;0;0;0
mo?vara;0;1;0;0;0;0;0;0;0;0
sporost;0;1;0;0;0;0;0;0;0;0
mulj;0;1;0;0;1;0;0;0;0;0
puž;0;1;0;0;1;0;0;0;0;0
trom;0;1;0;0;0;0;0;1;0;0
zabit;0;1;0;0;1;0;0;0;0;0
recesija;0;1;0;0;0;0;0;1;0;0
kriza;0;1;0;0;0;0;0;1;0;0
bla?enje;0;1;1;0;1;0;0;1;0;0
uvreda;0;1;1;0;1;0;0;1;0;0
bljuzga;0;1;0;0;1;0;0;0;1;0
drolja;0;1;1;0;1;0;0;0;0;0
kurva;0;1;1;0;1;0;0;0;0;0
prepreden;0;1;1;0;1;1;0;0;0;0
šamar;0;1;1;0;0;0;0;0;0;0
ošamariti;0;1;1;0;0;0;0;0;0;0
neznatan;0;1;0;0;0;0;0;0;0;0
razbiti;0;1;1;0;0;1;0;0;0;0
razbijen;0;1;0;0;0;0;0;0;0;0
natucanje;0;1;0;0;0;0;0;0;0;0
smrad;0;1;1;0;1;0;0;0;0;0
smrdljiv;0;1;0;0;1;0;0;0;0;0
osmijeh;1;0;0;0;0;0;1;0;1;1
smiješiti se;1;0;0;0;0;0;1;0;1;1
nasmijan;1;0;0;0;0;0;1;0;0;0
usiljen;0;1;0;0;0;0;0;0;0;0
podrugljiv;0;1;0;0;0;0;0;0;0;0
uništiti;0;1;1;0;0;1;0;1;0;0
ubiti;0;1;1;0;0;1;0;1;0;0
kova?;0;0;0;0;0;0;0;0;0;1
zaljubljen;1;0;0;0;0;0;0;0;0;0
puša?;0;1;0;0;0;0;0;0;0;0
ugla?enost;1;0;0;0;0;0;0;0;0;0
ugušiti;0;1;1;0;0;0;0;0;0;0
mrlja;0;1;0;0;0;0;0;0;0;0
samodopadan;0;1;0;0;0;0;0;0;0;0
prokrijum?ariti;0;1;0;0;0;1;0;0;0;0
krijum?ar;0;1;1;0;1;1;0;0;0;0
krijum?arenje;0;1;0;0;0;0;0;0;0;0
pornografija;0;1;0;0;1;1;0;0;0;0
prljavština;0;1;0;0;1;1;0;0;0;0
prostota;0;1;0;0;1;1;0;0;0;0
ukrasti;0;1;0;0;0;0;0;0;1;0
prepreka;0;1;0;0;0;0;0;0;0;0
zmija;0;1;0;0;1;1;0;0;0;0
zamka;0;1;0;0;0;1;0;0;0;0
klopka;0;1;0;0;0;1;0;0;0;0
režati;0;1;1;0;1;0;0;0;0;0
režanje;0;1;1;0;0;0;0;0;0;0
prikradati se;0;1;1;0;0;1;0;0;1;0
šuljati se;0;1;1;0;0;1;0;0;1;0
prikrasti se;0;1;1;0;0;1;0;0;1;0
šuljanje;0;1;0;1;0;1;0;0;0;1
prikradanje;0;1;0;1;0;1;0;0;0;1
rugati se;0;1;1;0;1;0;0;0;0;0
ismijavati;0;1;1;0;1;0;0;0;0;0
poruga;0;1;1;0;1;0;0;0;0;0
kihnuti;0;1;0;0;1;0;0;0;1;0
smijuljiti se;1;0;0;0;0;0;0;0;0;0
podmukao;0;1;0;0;0;0;0;0;0;0
snob;0;1;0;0;0;0;0;0;0;0
šmrcati;0;0;0;0;0;0;0;1;0;0
potopiti;0;1;0;0;0;0;0;0;0;0
promo?iti;0;1;0;0;0;0;0;0;0;0
jecati;0;1;0;0;0;0;0;1;0;0
jecaj;0;1;0;0;0;0;0;1;0;0
plakati;0;1;0;0;0;0;0;1;0;0
ridati;0;1;0;0;0;0;0;1;0;0
ridanje;0;1;0;0;0;0;0;1;0;0
trijeznost;1;0;0;0;0;0;0;0;0;1
društven;1;0;0;0;0;0;0;0;0;0
socijalizam;0;0;0;0;1;1;0;0;0;0
socijalist;0;1;1;0;1;1;0;1;0;0
prljavština;0;1;0;0;1;0;0;0;0;0
prljav;0;1;0;0;1;0;0;0;0;0
isprljan;0;1;0;0;1;0;0;0;0;0
ne?ist;0;1;0;0;1;0;0;0;0;0
uprljan;0;1;0;0;1;0;0;0;0;0
zamazan;0;1;0;0;1;0;0;0;0;0
zamrljan;0;1;0;0;1;0;0;0;0;0
zaprljan;0;1;0;0;1;0;0;0;0;0
utjeha;1;0;0;0;0;0;0;0;0;0
vojnik;1;0;1;0;0;0;0;1;0;0
solidan;1;0;0;0;0;0;0;0;0;0
solidarnost;0;0;0;0;0;0;0;0;0;1
?vrsto?a;1;0;0;0;0;0;0;0;0;1
pouzdanost;1;0;0;0;0;0;0;0;0;1
rješenje;1;0;0;0;0;0;0;0;0;0
solventnost;1;0;0;0;0;0;0;0;0;0
somatski;0;1;0;0;0;0;0;0;1;0
tmuran;0;1;0;0;0;0;0;1;0;0
sonar;1;0;0;1;0;0;0;0;0;0
sonata;1;0;0;0;0;0;0;0;0;0
sonet;1;0;0;0;0;0;1;1;0;0
zvu?an;1;0;0;0;0;0;1;0;0;0
?a?a;0;1;0;0;1;0;0;0;0;0
umiriti;1;0;0;0;0;0;0;0;0;0
smiriti;1;0;0;0;0;0;0;0;0;0
umiruju?i;1;0;0;0;0;0;1;0;0;1
vra?anje;0;1;0;1;0;1;0;0;1;0
okultizam;0;1;0;1;0;1;0;0;1;0
prljav;0;1;1;0;1;1;0;1;0;0
podao;0;1;1;0;1;1;0;1;0;0
gadan;0;1;1;0;1;1;0;1;0;0
bolan;0;1;1;0;0;0;0;1;0;0
bolno;0;1;0;0;0;0;0;1;0;0
bol;0;1;0;0;1;0;0;1;0;0
nelagoda;0;1;0;0;1;0;0;1;0;0
tuga;0;1;0;0;0;1;0;1;0;0
žalost;0;1;0;0;0;1;0;1;0;0
žalostan;0;1;0;0;0;0;0;1;0;0
žalostan;0;1;0;0;0;0;0;1;0;0
razvrsta?;1;0;0;0;0;0;0;0;0;0
juriš;0;1;0;0;0;1;0;0;0;0
bezdušan;0;1;0;0;1;1;0;1;0;0
srodna duša;0;1;0;0;0;1;0;0;0;0
ispravnost;1;0;0;1;0;0;1;0;0;1
zdravlje;1;0;0;1;0;0;1;0;0;1
sigurnost;1;0;0;1;0;0;1;0;0;1
juha;1;0;0;0;0;0;0;0;0;0
kiseo;0;1;0;0;1;0;0;0;0;0
suveren;0;0;0;0;0;0;0;0;0;1
toplice;1;0;0;1;0;0;1;0;1;1
lje?ilište;1;0;0;1;0;0;1;0;1;1
prostran;1;0;0;0;0;0;0;0;0;0
španijel;1;0;0;0;0;0;1;0;0;1
pljuska;0;1;1;0;0;1;0;1;0;0
pljuskanje;0;0;1;0;0;0;0;0;0;0
živost;1;0;0;1;0;0;1;0;1;0
blistanje;1;0;0;1;0;0;1;0;1;0
gr?;0;1;0;0;0;1;0;0;0;0
sva?a;0;1;1;0;0;0;0;0;0;0
koplje;0;1;1;1;0;1;0;0;0;0
nabosti;0;1;1;1;0;1;0;0;0;0
poseban;1;0;0;0;0;0;1;0;0;0
specijalist;0;0;0;0;0;0;0;0;0;1
stru?njak;0;0;0;0;0;0;0;0;0;1
specijalizirati se;0;0;0;0;0;0;0;0;0;1
novac;1;0;0;0;0;0;0;0;0;0
mrljica;0;1;0;0;1;0;0;0;0;0
spektakl;1;1;0;0;0;0;0;0;0;0
spektakularan;0;0;0;1;0;0;0;0;1;0
utvara;0;1;0;0;0;1;0;1;0;0
sablastan;0;1;0;0;0;0;0;0;0;0
špekulacija;0;1;0;0;0;1;0;1;0;0
naga?anje;0;1;0;0;0;1;0;1;0;0
spekulativan;0;0;0;1;0;0;0;0;0;0
govor;1;0;0;0;0;0;0;0;0;0
hitar;1;0;0;0;0;0;0;0;0;0
pravopis;1;0;0;0;0;0;0;0;0;0
potrošen;0;1;0;0;0;0;0;0;0;0
